"","Crime.ID","Month","Reported.by","Falls.within","Longitude","Latitude","Location","LSOA.code","LSOA.name","Crime.type","Last.outcome.category","Context"
"1166","95e23ba7106e051e73a1352626c9bff0eda015b29cd44decaec044b0657a2d33","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.146287,51.668601,"On or near Blaen-Y-Morfa","W01001923","Carmarthenshire 026G","Criminal damage and arson","Offender given a caution",NA
"1179","38fb6bfc53fd3f76f6144d5bc5b9d8651e2790a3f56ec88effdcbf77bd346ab8","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.148428,51.671359,"On or near Heol Morfa","W01001924","Carmarthenshire 026H","Criminal damage and arson","Under investigation",NA
"1180","471b2536ae6675133b8922f83f7ecbe94a32c27ed3b21311167d6996be7e9d02","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.150904,51.668678,"On or near New Street","W01001924","Carmarthenshire 026H","Criminal damage and arson","Under investigation",NA
"1187","cc8178e90655559d9dc901f4c2cdf2cdf4d2a3cc009ef4fbe4607d2c2af62f4e","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.541894,51.848423,"On or near Trem Y Cwm","W01000674","Carmarthenshire 027A","Criminal damage and arson","Under investigation",NA
"1190","2635b0072f5d6cda74e04b38b25acec292a62875e50f62f9fc2050d5f42b4668","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.517192,51.823658,"On or near Ffynnongain Lane","W01000720","Carmarthenshire 027B","Criminal damage and arson","Under investigation",NA
"1200","1fd171aa6374f5c4d828c41cbaf056243fe9d1a1bb04f2a8c1a74b202b60dd1e","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.490796,51.823959,"On or near Lon Hafren","W01000721","Carmarthenshire 027C","Criminal damage and arson","Under investigation",NA
"1215","0a59b002d06443863c3f7816b2fc7a5baa6cb44f98c094dbcf92e9bfa856f8dd","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.566236,51.748691,"On or near Pendine Hill","W01000672","Carmarthenshire 027E","Criminal damage and arson","Under investigation",NA
"1222","1f2ef18b4bb5abe1a77bd4881fdc7444e19ab6084f386c8a61e4d47d43d7c32d","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.397669,51.770365,"On or near Old Road","W01000700","Carmarthenshire 027G","Criminal damage and arson","No further action at this time",NA
"1230","373baef05b9bf1cd813e821f66212b63a621fff39e35f45c37a6e645dd764ef4","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.06816,52.431656,"On or near Hillside Estate","W01000548","Ceredigion 001D","Criminal damage and arson","Under investigation",NA
"1238","ab2435736cb122d836d914646ac538bfdd00db99f50a65246d55b3f32113d707","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.050982,52.485545,"On or near High Street","W01001937","Ceredigion 001F","Criminal damage and arson","Under investigation",NA
"1277","c7f9e8bcbd0b6db6e35df5e5091c53c5701478e1f69e2e4b8129fb1098fc6b61","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.084724,52.415756,"On or near Maes Alfred","W01000513","Ceredigion 002B","Criminal damage and arson","Under investigation",NA
"1278","9297d3d1f909bef0db3f33be71a531a6f04d9caabf0bcbc3b2c6c01ba0080de3","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.085567,52.413061,"On or near Heol-Y-Bont","W01000513","Ceredigion 002B","Criminal damage and arson","Under investigation",NA
"1279","6129651485da26311ab414bfe3622f447a0766f5ddc1c7beaa124ddb5f38cfeb","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.080391,52.415248,"On or near Moor Lane","W01000513","Ceredigion 002B","Criminal damage and arson","No further action at this time",NA
"1280","acf942a3b17ceda1801a0cb282691a88f53bdc9af69e09425009fb61e23b1c4d","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.082278,52.416275,"On or near Portland Road","W01000513","Ceredigion 002B","Criminal damage and arson","No further action at this time",NA
"1329","cd3b2253ebd51c50fd0a1371f53351f6c397d5df15ff4cc83685e744c29e1834","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.087757,52.413346,"On or near St Michael'S Place","W01000517","Ceredigion 002D","Criminal damage and arson","No further action at this time",NA
"1347","70784fb371fecebf60c669032fa4e5f1a097f802373110eef3643ff3ec93e31d","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.084484,52.417217,"On or near Marine Terrace","W01001934","Ceredigion 002F","Criminal damage and arson","No further action at this time",NA
"1366","47912249bcd686b31b55c29be70e27622f41fbaf8e1a65378fdac11c500fb8b4","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.064255,52.3994,"On or near Garth Dinas","W01000516","Ceredigion 003B","Criminal damage and arson","No further action at this time",NA
"1367","10a10c4e6691912f56bd41bfadc0708ef17123fb9d2fbeb04b9d2d0f978e1ae9","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.071323,52.40406,"On or near Sports/Recreation Area","W01000516","Ceredigion 003B","Criminal damage and arson","Under investigation",NA
"1378","cdb10c1b8cd03a889156560385988d9fea5a603b4547425e49dc1f1ca7925266","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.084504,52.410473,"On or near Green Gardens","W01000518","Ceredigion 003C","Criminal damage and arson","No further action at this time",NA
"1379","bf73444c48ab630f53e0c17e93452cafa4c167f1555a241b1937a2f14788fd93","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.084504,52.410473,"On or near Green Gardens","W01000518","Ceredigion 003C","Criminal damage and arson","No further action at this time",NA
"1384","1d3b2c2e8119a14613d25dc0a9d4e6db65fa98fed9e1bbc09eb28ac9e428128c","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.071143,52.406167,"On or near Clos Sulien","W01001935","Ceredigion 003E","Criminal damage and arson","No further action at this time",NA
"1399","1992aa11a1319a55e99b89bd2d2def754c4268f5ffcca3639a6699afb8ff34c3","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.260088,52.242818,"On or near Market Street","W01000506","Ceredigion 005A","Criminal damage and arson","Under investigation",NA
"1405","fe63818b4bf2187f5b4bac9d88152202ac6f62513ca3ee113c9b34ea630b121b","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.178291,52.280747,"On or near Petrol Station","W01000540","Ceredigion 005E","Criminal damage and arson","No further action at this time",NA
"1406","c3345247fd904fda79eed24b744df81e8fb6fa8021bca67e42ba0b3eeb8f92a9","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.229157,52.251427,"On or near Water Street","W01000540","Ceredigion 005E","Criminal damage and arson","Under investigation",NA
"1411","afd90fe3e6a8b797a3fd67f5be0ed96e88ac9622bc9f7fcfa64ae3a1c575a369","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.374098,52.176149,"On or near Caer Henwas","W01000532","Ceredigion 007B","Criminal damage and arson","Under investigation",NA
"1429","67b11ae71af643cd13974646624f3312fbdd8413b7dd5c0626f8b5a1f30481bb","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.075163,52.115455,"On or near Station Terrace","W01000527","Ceredigion 008A","Criminal damage and arson","No further action at this time",NA
"1448","12d207ce90dddd1ec253acf7a9b608027575cf127aa0c042ca9201f03437cc6d","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.036168,52.158433,"On or near Water Street","W01000537","Ceredigion 008D","Criminal damage and arson","No further action at this time",NA
"1455","b88ebe87ea1129b2266d8d28167a8bb626008d4b366d1e54787ea82f45c3a6d5","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.654382,52.088453,"On or near Nightclub","W01000509","Ceredigion 009C","Criminal damage and arson","Under investigation",NA
"1462","6159b1b781784c6742162d43f90c82ae04bebdcfd4836e12309aeffa91634529","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.652442,52.085286,"On or near Bro Teifi","W01000510","Ceredigion 009D","Criminal damage and arson","Under investigation",NA
"1476","8e193dcbac82b67ead8a8808e315e7eed127c47d4806826f3dce5fc4f988d67a","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.658978,52.082765,"On or near Morgan Street","W01000511","Ceredigion 009E","Criminal damage and arson","No further action at this time",NA
"1501","35f40927be73ab5749bd340f136bb155defdba97f8cb4162441a17361b12f2ec","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.310962,52.04134,"On or near Seion Hill","W01000533","Ceredigion 010D","Criminal damage and arson","No further action at this time",NA
"1535","21ce5a76e69b654f21ce689b42d1c1047cf9fcc74d2bfb74fd96715b6b872607","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-3.993748,52.289304,"On or near A485","W01000542","Ceredigion 011F","Criminal damage and arson","No further action at this time",NA
"1536","6f7d7a3949fc280fb5449760b0094ca7b0dcf0b4e217fbfef0a8ccd24e6cea3a","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-3.861542,52.284621,"On or near Heol Y Bannau","W01000542","Ceredigion 011F","Criminal damage and arson","No further action at this time",NA
"1568","af44449987ca67661ad9ed0f67c03a1898c4bcf40b860bb099b346c61a1f9b3b","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.976943,51.993145,"On or near Parcyshut","W01000566","Pembrokeshire 002C","Criminal damage and arson","Offender given penalty notice",NA
"1577","8f969284c497f8953f896809977e06a0b9bb32521f4cd1778de9cc3254ce52d3","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.002683,51.994181,"On or near Allt Y Carne","W01000567","Pembrokeshire 002D","Criminal damage and arson","Under investigation",NA
"1587","320154d9fa0ad9ef98bc39e96a1a32b795635052c58ecb31ed0dccbc3fcea205","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.00233,51.927295,"On or near Old Rectory Close","W01000579","Pembrokeshire 003A","Criminal damage and arson","No further action at this time",NA
"1594","ab7c0e74a2d02405dcaa7c08df147380d917a534daef358f061d4244113110cb","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.267823,51.879005,"On or near Ffynnon Wen","W01000612","Pembrokeshire 003C","Criminal damage and arson","Under investigation",NA
"1609","0ce621458cf9aba09ed86643e66b3406fa1671e35906dae07dd044f388dd3216","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.959897,51.824286,"On or near Withybush Road","W01000611","Pembrokeshire 004C","Criminal damage and arson","Under investigation",NA
"1645","8bbb340f9ca3a5fb1b85c6e9754ee486f2619ce8175d122b2e130d6ee2e16a8b","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.970195,51.80147,"On or near High Street","W01000568","Pembrokeshire 005A","Criminal damage and arson","Awaiting court outcome",NA
"1646","b285a3a71271a4290dcf453cd980e19b15d8e24f75db72fc41576cbe03e71088","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.970167,51.801713,"On or near Shopping Area","W01000568","Pembrokeshire 005A","Criminal damage and arson","No further action at this time",NA
"1686","9916b669b34bc1aeedb223dd760670fe8948f762e52aab918c77048fb4484541","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.97433,51.804342,"On or near Castle High","W01000569","Pembrokeshire 005B","Criminal damage and arson","No further action at this time",NA
"1746","de401afa53e671020fd9bef365311ed86e978d01440d509b05b69e666ef1c213","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.984076,51.794642,"On or near Scarrowscant Lane","W01000573","Pembrokeshire 006B","Criminal damage and arson","No further action at this time",NA
"1775","2fa0b38f399819789eca949ef6b913dd58e6e085db73ebaafe27e9937bf54fe6","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.012274,51.798788,"On or near Haven Road","W01000555","Pembrokeshire 008A","Criminal damage and arson","No further action at this time",NA
"1790","0af23ecfc8fda42cb404fdcb14d0a685508535730a94c99ed7138cb6af86c320","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.994349,51.759691,"On or near Victoria Gardens","W01000575","Pembrokeshire 008C","Criminal damage and arson","Awaiting court outcome",NA
"1801","79fc5b74036a351b9150a9ac45a2909289c47149fc5373e6a7e9c3f6ea1316bb","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.938523,51.764402,"On or near New Road","W01000580","Pembrokeshire 009B","Criminal damage and arson","No further action at this time",NA
"1802","bad912865c5f982e64b8c685d80be8f3e8c8c6c419d40a132a04086b7c73c342","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.933671,51.765126,"On or near Greenway Close","W01000580","Pembrokeshire 009B","Criminal damage and arson","No further action at this time",NA
"1811","799b53b4d1ed5b5bbd757470822d7672a92e1a4760e1fa0eeb92c2ebb594ec26","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.950926,51.712332,"On or near Mayfield Road","W01000598","Pembrokeshire 009C","Criminal damage and arson","No further action at this time",NA
"1818","5012837072d8b7f0ff13b0acf89772f8c9312e9068990890e2206580e030bcff","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.952996,51.708556,"On or near Cleddau Avenue","W01000599","Pembrokeshire 009D","Criminal damage and arson","No further action at this time",NA
"1835","2d522808a715d705c6b85e63c6914c4582e435881aa177394cd82430d79c45e9","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.038027,51.713213,"On or near Parking Area","W01000587","Pembrokeshire 010A","Criminal damage and arson","Awaiting court outcome",NA
"1836","3f0287663145d937e7adc239b8d615a5898cecfcacb827dc3bfd578437b67395","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.036885,51.71389,"On or near Parking Area","W01000587","Pembrokeshire 010A","Criminal damage and arson","Under investigation",NA
"1837","2d522808a715d705c6b85e63c6914c4582e435881aa177394cd82430d79c45e9","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.038027,51.713213,"On or near Parking Area","W01000587","Pembrokeshire 010A","Criminal damage and arson","Under investigation",NA
"1838","3f0287663145d937e7adc239b8d615a5898cecfcacb827dc3bfd578437b67395","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.038027,51.713213,"On or near Parking Area","W01000587","Pembrokeshire 010A","Criminal damage and arson","Under investigation",NA
"1839","2d522808a715d705c6b85e63c6914c4582e435881aa177394cd82430d79c45e9","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.038027,51.713213,"On or near Parking Area","W01000587","Pembrokeshire 010A","Criminal damage and arson","Under investigation",NA
"1840","40b62064dfed1cc62156c4702a59e4433c567707862585705ece8a82a6f1c60a","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.033757,51.712801,"On or near Charles Street","W01000587","Pembrokeshire 010A","Criminal damage and arson","Under investigation",NA
"1841","2f8ec826ed3f4ba427023a3369749ff6c7cfa90c4fbbcaee66c4f1836d62e51d","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.037813,51.711959,"On or near Nelson Quay","W01000587","Pembrokeshire 010A","Criminal damage and arson","Under investigation",NA
"1869","8cf5d78237b2e3b6344215bbdd58f26befa1e20c848f2b1b304685c814d4a554","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.027264,51.716594,"On or near Castle Terrace","W01000588","Pembrokeshire 010B","Criminal damage and arson","No further action at this time",NA
"1870","57b86b4decb83bc59eb7330e6bbbdd47c04f8bf05e11713cddde1b828a70ccb9","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.027264,51.716594,"On or near Castle Terrace","W01000588","Pembrokeshire 010B","Criminal damage and arson","Under investigation",NA
"1884","bb5c28321e645782dd3783574e597666249033ba0e22426b106083488ccb959a","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.679167,51.727014,"On or near Cliff Road","W01000553","Pembrokeshire 011A","Criminal damage and arson","Under investigation",NA
"1888","2c2e5714e2f0bb9d390b2d372c27df5e654e1ad3ec72b1ef55bea3c3abe4c676","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.72816,51.715723,"On or near Valley Road","W01000564","Pembrokeshire 011C","Criminal damage and arson","Under investigation",NA
"1900","4d3caf5002324308d0690ec10e4e287e449884b2725d0dc6feaf77e58cd7201f","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.706708,51.715086,"On or near Hean Close","W01000616","Pembrokeshire 011F","Criminal damage and arson","Awaiting court outcome",NA
"1901","0ca2f966aad37a2476440520bfff9f1907c7f5f30bdaf50f2fe22c7a24af7a6d","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.705308,51.711998,"On or near Pennant Avenue","W01000616","Pembrokeshire 011F","Criminal damage and arson","No further action at this time",NA
"1902","fd696fe2a6cbb84f0b5a552e70d3dd5edea0769197799a90c883ff9a1236c049","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-4.700027,51.710833,"On or near Nightclub","W01000616","Pembrokeshire 011F","Criminal damage and arson","Under investigation",NA
"1905","6f71d35d2b4351a85a3423bbdae50c163111df4764da5eb534e495ce7256a2d4","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.046161,51.7123,"On or near Upper Hill Street","W01000589","Pembrokeshire 012A","Criminal damage and arson","No further action at this time",NA
"1906","480fcc0ad325251dbc1d32672f7fb4291536fb369cf3c03552999d85e782b8e0","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.045892,51.713692,"On or near St Lawrence Avenue","W01000589","Pembrokeshire 012A","Criminal damage and arson","No further action at this time",NA
"1912","074fb559c3d221d000c853b29c5721f81ca047e9cfcccd393c8ee193bdefc8aa","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.048601,51.710051,"On or near Conduit Lane","W01000590","Pembrokeshire 012B","Criminal damage and arson","Under investigation",NA
"1927","019df82329c2e96e8542b80517ca00914b2012c01c0f786dd272ac11d20ceef4","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.057062,51.71315,"On or near John Lewis Street","W01000592","Pembrokeshire 012D","Criminal damage and arson","Under investigation",NA
"1947","0f207d319bc654612f86ce6f88ea504968cb1168dafd9cffe1ca7ad0690de7f6","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.033686,51.722112,"On or near Howarth Close","W01000594","Pembrokeshire 012E","Criminal damage and arson","No further action at this time",NA
"1948","3f0287663145d937e7adc239b8d615a5898cecfcacb827dc3bfd578437b67395","2013-12","Dyfed-Powys Police","Dyfed-Powys Police",-5.038337,51.714158,"On or near Dartmouth Street","W01000594","Pembrokeshire 012E","Criminal damage and arson","Under investigation",NA
